X,Y,Z,SensorValue
1.752,7.788,2.1,192
1.752,7.616,2.1,199
1.752,7.452,2.1,201
1.752,7.28,2.1,194
1.752,7.116,2.1,204
1.752,6.948,2.1,207
1.752,6.784,2.1,213
1.752,6.612,2.1,216
1.752,6.448,2.1,217
1.752,6.276,2.1,219
1.752,6.116,2.1,228
1.752,5.944,2.1,232
1.752,5.772,2.1,239
1.752,5.608,2.1,240
1.752,5.436,2.1,245
1.752,5.276,2.1,250
1.752,5.104,2.1,257
1.752,4.94,2.1,260
1.752,4.772,2.1,287
1.752,4.608,2.1,258
1.752,4.436,2.1,293
1.752,4.272,2.1,300
1.752,4.104,2.1,315
1.752,3.94,2.1,296
1.752,3.768,2.1,281
1.752,3.604,2.1,303
1.752,3.432,2.1,291
1.752,3.264,2.1,299
1.752,3.1,2.1,293
1.752,2.928,2.1,300
1.752,2.764,2.1,295
1.752,2.596,2.1,295
1.752,2.432,2.1,304
1.752,2.26,2.1,309
1.752,2.096,2.1,308
1.752,1.924,2.1,311
1.752,1.764,2.1,311
1.752,1.592,2.1,314
1.752,1.428,2.1,304
1.752,1.256,2.1,302
1.752,1.092,2.1,311
1.752,0.924,2.1,308
1.752,0.752,2.1,298
1.752,0.588,2.1,296
1.752,0.42,2.1,303
1.752,0.256,2.1,304
1.752,0.092,2.1,305
1.752,0.008,2.1,306
1.752,0.0,2.1,296
1.752,0.0,2.148,312
1.752,0.0,2.288,314
1.752,0.0,2.46,312
1.752,0.0,2.624,311
1.752,0.0,2.764,312
1.752,0.0,2.8,310
1.752,0.0,2.8,309
1.752,0.044,2.8,315
1.752,0.188,2.8,313
1.752,0.352,2.8,312
1.752,0.524,2.8,304
1.752,0.688,2.8,304
1.752,0.856,2.8,309
1.752,1.02,2.8,311
1.752,1.192,2.8,311
1.752,1.356,2.8,312
1.752,1.528,2.8,298
1.752,1.696,2.8,300
1.752,1.86,2.8,301
1.752,2.032,2.8,300
1.752,2.196,2.8,292
1.752,2.364,2.8,263
1.752,2.528,2.8,259
1.752,2.7,2.8,256
1.752,2.864,2.8,259
1.752,3.036,2.8,261
1.752,3.196,2.8,266
1.752,3.368,2.8,272
1.752,3.532,2.8,283
1.752,3.7,2.8,299
1.752,3.864,2.8,305
1.752,4.036,2.8,311
1.752,4.208,2.8,309
1.752,4.372,2.8,316
1.752,4.544,2.8,318
1.752,4.704,2.8,315
1.752,4.876,2.8,329
1.752,5.04,2.8,316
1.752,5.208,2.8,331
1.752,5.372,2.8,319
1.752,5.544,2.8,318
1.752,5.708,2.8,309
1.752,5.88,2.8,318
1.752,6.04,2.8,301
1.752,6.212,2.8,290
1.752,6.376,2.8,275
1.752,6.548,2.8,246
1.752,6.716,2.8,251
1.752,6.88,2.8,239
1.752,7.052,2.8,216
1.752,7.216,2.8,204
1.752,7.384,2.8,204
1.752,7.548,2.8,214
1.752,7.72,2.8,256
1.752,7.884,2.8,275
1.752,8.056,2.8,288
1.752,8.22,2.8,299
1.752,8.388,2.8,314
1.752,8.552,2.8,324
1.752,8.724,2.8,333
1.752,8.888,2.8,335
1.752,9.056,2.8,336
1.752,9.228,2.8,329
1.752,9.392,2.8,320
1.752,9.564,2.8,309
1.752,9.724,2.8,285
1.752,9.896,2.8,294
1.752,10.06,2.8,268
1.752,10.232,2.8,284
1.752,10.396,2.8,264
1.752,10.564,2.8,310
1.752,10.728,2.8,316
1.752,10.9,2.8,320
1.752,11.064,2.8,335
1.752,11.232,2.8,336
1.752,11.396,2.8,325
1.752,11.568,2.8,325
1.752,11.74,2.8,308
1.752,11.9,2.8,285
1.752,12.072,2.8,270
1.752,12.236,2.8,272
1.752,12.408,2.8,275
1.752,12.568,2.8,275
1.752,12.74,2.8,299
1.752,12.904,2.8,317
1.752,13.076,2.8,305
1.752,13.24,2.8,313
1.752,13.412,2.8,309
1.752,13.572,2.8,310
1.752,13.744,2.8,297
1.752,13.908,2.8,297
1.752,14.08,2.8,298
1.752,14.248,2.8,297
1.752,14.412,2.8,299
1.752,14.584,2.8,301
1.752,14.748,2.8,302
1.752,14.912,2.8,300
1.752,14.992,2.8,300
1.752,15.0,2.8,300
1.752,15.0,2.8,299
1.752,14.956,2.8,304
1.752,14.812,2.8,310
1.752,14.648,2.8,311
1.752,14.48,2.8,311
1.752,14.308,2.8,310
1.752,14.144,2.8,306
1.752,13.972,2.8,303
1.752,13.808,2.8,281
1.752,13.64,2.8,280
1.752,13.476,2.8,268
1.752,13.304,2.8,268
1.752,13.14,2.8,274
1.752,12.972,2.8,290
1.752,12.808,2.8,306
1.752,12.636,2.8,303
1.752,12.472,2.8,307
1.752,12.304,2.8,326
1.752,12.14,2.8,309
1.752,11.968,2.8,314
1.752,11.796,2.8,311
1.752,11.632,2.8,309
1.752,11.464,2.8,304
1.752,11.3,2.8,309
1.752,11.128,2.8,310
1.752,10.964,2.8,318
1.752,10.796,2.8,317
1.752,10.632,2.8,326
1.752,10.46,2.8,328
1.752,10.296,2.8,316
1.752,10.128,2.8,318
1.752,9.964,2.8,317
1.752,9.792,2.8,318
1.752,9.628,2.8,320
1.752,9.456,2.8,324
1.752,9.288,2.8,336
1.752,9.124,2.8,329
1.752,8.952,2.8,307
1.752,8.788,2.8,280
1.752,8.62,2.8,263
1.752,8.456,2.8,255
1.752,8.284,2.8,246
1.752,8.12,2.8,245
1.752,7.952,2.8,243
1.752,7.788,2.8,233
1.752,7.616,2.8,228
1.752,7.452,2.8,222
1.752,7.28,2.8,212
1.752,7.116,2.8,217
1.752,6.948,2.8,225
1.752,6.776,2.8,218
1.752,6.612,2.8,225
1.752,6.444,2.8,228
1.752,6.28,2.8,232
1.752,6.108,2.8,236
1.752,5.944,2.8,240
1.752,5.772,2.8,251
1.752,5.608,2.8,255
1.752,5.44,2.8,255
1.752,5.276,2.8,263
1.752,5.108,2.8,272
1.752,4.944,2.8,284
1.752,4.772,2.8,304
1.752,4.608,2.8,266
1.752,4.436,2.8,273
1.752,4.268,2.8,278
1.752,4.104,2.8,282
1.752,3.932,2.8,281
1.752,3.768,2.8,280
1.752,3.596,2.8,282
1.752,3.436,2.8,294
1.752,3.264,2.8,276
1.752,3.1,2.8,303
1.752,2.928,2.8,302
1.752,2.768,2.8,298
1.752,2.596,2.8,293
1.752,2.432,2.8,299
1.752,2.26,2.8,300
1.752,2.096,2.8,299
1.752,1.924,2.8,293
1.752,1.756,2.8,302
1.752,1.592,2.8,298
1.752,1.424,2.8,298
1.752,1.256,2.8,298
1.752,1.088,2.8,298
1.752,0.924,2.8,292
1.752,0.752,2.8,300
1.752,0.592,2.8,297
1.752,0.42,2.8,300
1.752,0.256,2.8,300
1.752,0.088,2.8,301
1.752,0.008,2.8,300
1.752,0.0,2.8,302
1.796,0.0,2.8,300
1.932,0.0,2.8,311
1.996,0.0,2.8,310
2.0,0.0,2.8,296
2.0,0.0,2.752,300
2.0,0.0,2.612,291
2.0,0.0,2.44,298
2.0,0.0,2.276,294
2.0,0.0,2.104,289
2.0,0.0,1.944,295
2.0,0.0,1.772,294
2.0,0.0,1.608,285
2.0,0.0,1.436,284
2.0,0.0,1.268,288
2.0,0.0,1.104,288
2.0,0.0,0.932,290
2.0,0.0,0.768,287
2.0,0.0,0.6,286
2.0,0.0,0.436,292
2.0,0.0,0.264,298
2.0,0.0,0.104,296
2.0,0.0,0.008,296
2.0,0.0,0.0,302
2.0,0.044,0.0,299
2.0,0.188,0.0,301
2.0,0.36,0.0,298
2.0,0.52,0.0,295
2.0,0.692,0.0,292
2.0,0.856,0.0,292
2.0,1.028,0.0,288
2.0,1.192,0.0,296
2.0,1.36,0.0,301
2.0,1.524,0.0,293
2.0,1.696,0.0,293
2.0,1.86,0.0,301
2.0,2.028,0.0,300
2.0,2.192,0.0,294
2.0,2.364,0.0,291
2.0,2.528,0.0,284
2.0,2.7,0.0,282
2.0,2.868,0.0,278
2.0,3.032,0.0,287
2.0,3.204,0.0,295
2.0,3.368,0.0,294
2.0,3.536,0.0,300
2.0,3.704,0.0,303
2.0,3.872,0.0,300
2.0,4.036,0.0,301
2.0,4.204,0.0,303
2.0,4.368,0.0,303
2.0,4.54,0.0,302
2.0,4.704,0.0,301
2.0,4.876,0.0,293
2.0,5.036,0.0,292
2.0,5.208,0.0,293
2.0,5.38,0.0,297
2.0,5.544,0.0,297
2.0,5.712,0.0,297
2.0,5.876,0.0,298
2.0,6.048,0.0,299
2.0,6.212,0.0,299
2.0,6.384,0.0,299
2.0,6.548,0.0,311
2.0,6.716,0.0,315
2.0,6.88,0.0,314
2.0,7.052,0.0,306
2.0,7.216,0.0,310
2.0,7.384,0.0,311
2.0,7.548,0.0,307
2.0,7.72,0.0,309
2.0,7.888,0.0,298
2.0,8.052,0.0,299
2.0,8.224,0.0,300
2.0,8.388,0.0,293
2.0,8.56,0.0,295
2.0,8.724,0.0,269
2.0,8.892,0.0,259
2.0,9.056,0.0,224
2.0,9.224,0.0,221
2.0,9.392,0.0,216
2.0,9.56,0.0,220
2.0,9.724,0.0,238
2.0,9.896,0.0,255
2.0,10.06,0.0,301
2.0,10.228,0.0,303
2.0,10.4,0.0,294
2.0,10.564,0.0,299
2.0,10.736,0.0,300
2.0,10.896,0.0,299
2.0,11.068,0.0,290
2.0,11.232,0.0,293
2.0,11.404,0.0,284
2.0,11.568,0.0,291
2.0,11.736,0.0,258
2.0,11.9,0.0,258
2.0,12.072,0.0,279
2.0,12.236,0.0,281
2.0,12.404,0.0,301
2.0,12.568,0.0,303
2.0,12.74,0.0,304
2.0,12.908,0.0,303
2.0,13.072,0.0,303
2.0,13.244,0.0,301
2.0,13.408,0.0,296
2.0,13.58,0.0,283
2.0,13.74,0.0,292
2.0,13.912,0.0,289
2.0,14.076,0.0,302
2.0,14.248,0.0,300
2.0,14.412,0.0,292
2.0,14.58,0.0,289
2.0,14.744,0.0,291
2.0,14.912,0.0,290
2.0,14.992,0.0,291
2.0,15.0,0.0,290
2.0,15.0,0.0,283
2.0,15.0,0.048,298
2.0,15.0,0.184,297
2.0,15.0,0.356,298
2.0,15.0,0.52,300
2.0,15.0,0.66,301
2.0,15.0,0.7,300
2.0,15.0,0.7,302
2.0,14.952,0.7,279
2.0,14.804,0.7,282
2.0,14.64,0.7,277
2.0,14.468,0.7,267
2.0,14.304,0.7,296
2.0,14.136,0.7,304
2.0,13.972,0.7,284
2.0,13.8,0.7,303
2.0,13.636,0.7,292
2.0,13.468,0.7,290
2.0,13.304,0.7,291
2.0,13.132,0.7,289
2.0,12.968,0.7,304
2.0,12.8,0.7,301
2.0,12.636,0.7,285
2.0,12.464,0.7,299
2.0,12.292,0.7,292
2.0,12.132,0.7,304
2.0,11.96,0.7,289
2.0,11.796,0.7,290
2.0,11.624,0.7,292
2.0,11.46,0.7,288
2.0,11.292,0.7,304
2.0,11.128,0.7,279
2.0,10.956,0.7,255
2.0,10.792,0.7,253
2.0,10.624,0.7,238
2.0,10.46,0.7,232
2.0,10.288,0.7,239
2.0,10.124,0.7,233
2.0,9.952,0.7,248
2.0,9.784,0.7,257
2.0,9.62,0.7,298
2.0,9.448,0.7,300
2.0,9.284,0.7,295
2.0,9.116,0.7,298
2.0,8.952,0.7,300
2.0,8.78,0.7,299
2.0,8.616,0.7,313
2.0,8.444,0.7,326
2.0,8.284,0.7,309
2.0,8.112,0.7,330
2.0,7.948,0.7,340
2.0,7.776,0.7,344
2.0,7.616,0.7,333
2.0,7.444,0.7,338
2.0,7.272,0.7,325
2.0,7.108,0.7,326
2.0,6.94,0.7,321
2.0,6.776,0.7,314
2.0,6.604,0.7,301
2.0,6.44,0.7,311
2.0,6.272,0.7,300
2.0,6.108,0.7,300
2.0,5.936,0.7,300
2.0,5.772,0.7,300
2.0,5.604,0.7,297
2.0,5.44,0.7,300
2.0,5.268,0.7,295
2.0,5.104,0.7,297
2.0,4.932,0.7,296
2.0,4.764,0.7,304
2.0,4.6,0.7,290
2.0,4.428,0.7,290
2.0,4.264,0.7,301
2.0,4.096,0.7,300
2.0,3.928,0.7,303
2.0,3.76,0.7,300
2.0,3.596,0.7,301
2.0,3.424,0.7,293
2.0,3.264,0.7,297
2.0,3.092,0.7,282
2.0,2.928,0.7,294
2.0,2.756,0.7,296
2.0,2.592,0.7,296
2.0,2.424,0.7,282
2.0,2.252,0.7,292
2.0,2.088,0.7,296
2.0,1.92,0.7,282
2.0,1.756,0.7,299
2.0,1.584,0.7,305
2.0,1.42,0.7,289
2.0,1.248,0.7,286
2.0,1.084,0.7,301
2.0,0.916,0.7,313
2.0,0.752,0.7,306
2.0,0.58,0.7,295
2.0,0.42,0.7,302
2.0,0.248,0.7,297
2.0,0.088,0.7,298
2.0,0.004,0.7,293
2.0,0.0,0.7,282
2.0,0.0,0.752,303
2.0,0.0,0.892,306
2.0,0.0,1.064,307
2.0,0.0,1.224,306
2.0,0.0,1.364,303
2.0,0.0,1.4,304
2.0,0.0,1.4,308
2.0,0.048,1.4,299
2.0,0.196,1.4,294
2.0,0.36,1.4,291
2.0,0.532,1.4,290
2.0,0.696,1.4,302
2.0,0.864,1.4,312
2.0,1.028,1.4,316
2.0,1.2,1.4,314
2.0,1.364,1.4,318
2.0,1.532,1.4,312
2.0,1.696,1.4,307
2.0,1.868,1.4,317
2.0,2.032,1.4,308
2.0,2.204,1.4,300
2.0,2.364,1.4,282
2.0,2.536,1.4,295
2.0,2.708,1.4,297
2.0,2.872,1.4,305
2.0,3.044,1.4,305
2.0,3.204,1.4,314
2.0,3.376,1.4,312
2.0,3.54,1.4,317
2.0,3.708,1.4,321
2.0,3.872,1.4,317
2.0,4.044,1.4,327
2.0,4.208,1.4,319
2.0,4.38,1.4,331
2.0,4.544,1.4,317
2.0,4.712,1.4,317
2.0,4.876,1.4,317
2.0,5.048,1.4,316
2.0,5.216,1.4,314
2.0,5.38,1.4,317
2.0,5.552,1.4,316
2.0,5.716,1.4,300
2.0,5.884,1.4,311
2.0,6.048,1.4,300
2.0,6.22,1.4,321
2.0,6.384,1.4,325
2.0,6.552,1.4,340
2.0,6.72,1.4,339
2.0,6.888,1.4,345
2.0,7.052,1.4,343
2.0,7.224,1.4,337
2.0,7.388,1.4,338
2.0,7.556,1.4,337
2.0,7.728,1.4,313
2.0,7.892,1.4,308
2.0,8.064,1.4,283
2.0,8.224,1.4,290
2.0,8.396,1.4,290
2.0,8.56,1.4,296
2.0,8.732,1.4,262
2.0,8.896,1.4,256
2.0,9.064,1.4,226
2.0,9.228,1.4,226
2.0,9.4,1.4,227
2.0,9.564,1.4,244
2.0,9.732,1.4,253
2.0,9.896,1.4,302
2.0,10.068,1.4,292
2.0,10.236,1.4,296
2.0,10.404,1.4,299
2.0,10.572,1.4,300
2.0,10.736,1.4,298
2.0,10.908,1.4,294
2.0,11.072,1.4,289
2.0,11.24,1.4,299
2.0,11.404,1.4,265
2.0,11.576,1.4,281
2.0,11.74,1.4,264
2.0,11.912,1.4,270
2.0,12.072,1.4,291
2.0,12.244,1.4,300
2.0,12.408,1.4,294
2.0,12.576,1.4,301
2.0,12.748,1.4,298
2.0,12.912,1.4,300
2.0,13.084,1.4,292
2.0,13.244,1.4,289
2.0,13.416,1.4,292
2.0,13.58,1.4,303
2.0,13.752,1.4,301
2.0,13.916,1.4,298
2.0,14.084,1.4,303
2.0,14.248,1.4,302
2.0,14.42,1.4,294
2.0,14.584,1.4,296
2.0,14.756,1.4,296
2.0,14.912,1.4,295
2.0,14.996,1.4,297
2.0,15.0,1.4,284
2.0,15.0,1.448,286
2.0,15.0,1.584,286
2.0,15.0,1.756,290
2.0,15.0,1.92,287
2.0,15.0,2.06,289
2.0,15.0,2.1,288
2.0,15.0,2.1,296
2.0,14.952,2.1,303
2.0,14.804,2.1,301
2.0,14.64,2.1,303
2.0,14.468,2.1,304
2.0,14.308,2.1,292
2.0,14.136,2.1,285
2.0,13.972,2.1,287
2.0,13.8,2.1,283
2.0,13.636,2.1,290
2.0,13.468,2.1,292
2.0,13.304,2.1,299
2.0,13.132,2.1,299
2.0,12.968,2.1,302
2.0,12.796,2.1,300
2.0,12.636,2.1,297
2.0,12.464,2.1,288
2.0,12.292,2.1,262
2.0,12.128,2.1,286
2.0,11.96,2.1,269
2.0,11.796,2.1,267
2.0,11.624,2.1,303
2.0,11.46,2.1,309
2.0,11.292,2.1,334
2.0,11.128,2.1,320
2.0,10.956,2.1,324
2.0,10.792,2.1,318
2.0,10.624,2.1,317
2.0,10.456,2.1,324
2.0,10.288,2.1,333
2.0,10.124,2.1,319
2.0,9.956,2.1,318
2.0,9.784,2.1,281
2.0,9.62,2.1,282
2.0,9.448,2.1,243
2.0,9.284,2.1,213
2.0,9.112,2.1,224
2.0,8.952,2.1,208
2.0,8.78,2.1,213
2.0,8.616,2.1,250
2.0,8.444,2.1,239
2.0,8.284,2.1,265
2.0,8.112,2.1,290
2.0,7.948,2.1,280
2.0,7.776,2.1,313
2.0,7.616,2.1,313
2.0,7.444,2.1,320
2.0,7.272,2.1,327
2.0,7.108,2.1,336
2.0,6.94,2.1,335
2.0,6.776,2.1,334
2.0,6.604,2.1,334
2.0,6.44,2.1,328
2.0,6.268,2.1,324
2.0,6.104,2.1,325
2.0,5.936,2.1,328
2.0,5.772,2.1,311
2.0,5.604,2.1,312
2.0,5.436,2.1,321
2.0,5.268,2.1,314
2.0,5.104,2.1,300
2.0,4.932,2.1,296
2.0,4.768,2.1,288
2.0,4.6,2.1,299
2.0,4.428,2.1,292
2.0,4.264,2.1,287
2.0,4.092,2.1,302
2.0,3.932,2.1,289
2.0,3.76,2.1,261
2.0,3.596,2.1,278
2.0,3.424,2.1,266
2.0,3.26,2.1,282
2.0,3.092,2.1,280
2.0,2.928,2.1,281
2.0,2.756,2.1,284
2.0,2.592,2.1,285
2.0,2.424,2.1,294
2.0,2.26,2.1,315
2.0,2.088,2.1,299
2.0,1.92,2.1,300
2.0,1.756,2.1,301
2.0,1.584,2.1,301
2.0,1.42,2.1,304
2.0,1.248,2.1,300
2.0,1.084,2.1,312
2.0,0.916,2.1,309
2.0,0.752,2.1,307
2.0,0.58,2.1,303
2.0,0.416,2.1,305
2.0,0.248,2.1,307
2.0,0.088,2.1,306
2.0,0.004,2.1,307
2.0,0.0,2.1,275
2.0,0.0,2.148,298
2.0,0.0,2.284,307
2.0,0.0,2.456,307
2.0,0.0,2.62,304
2.0,0.0,2.76,304
2.0,0.0,2.8,300
2.0,0.0,2.8,304
2.0,0.048,2.8,293
2.0,0.188,2.8,304
2.0,0.36,2.8,308
2.0,0.532,2.8,304
2.0,0.696,2.8,302
2.0,0.864,2.8,288
2.0,1.028,2.8,299
2.0,1.2,2.8,303
2.0,1.364,2.8,302
2.0,1.532,2.8,292
2.0,1.696,2.8,288
2.0,1.868,2.8,296
2.0,2.032,2.8,284
2.0,2.2,2.8,277
2.0,2.364,2.8,277
2.0,2.536,2.8,290
2.0,2.7,2.8,293
2.0,2.868,2.8,297
2.0,3.04,2.8,324
2.0,3.204,2.8,331
2.0,3.376,2.8,336
2.0,3.54,2.8,326
2.0,3.708,2.8,318
2.0,3.872,2.8,317
2.0,4.044,2.8,315
2.0,4.208,2.8,315
2.0,4.376,2.8,317
2.0,4.54,2.8,322
2.0,4.712,2.8,315
2.0,4.876,2.8,323
2.0,5.048,2.8,320
2.0,5.208,2.8,328
2.0,5.38,2.8,328
2.0,5.552,2.8,328
2.0,5.716,2.8,334
2.0,5.884,2.8,330
2.0,6.048,2.8,329
2.0,6.22,2.8,299
2.0,6.384,2.8,299
2.0,6.552,2.8,299
2.0,6.716,2.8,299
2.0,6.888,2.8,298
2.0,7.052,2.8,299
2.0,7.224,2.8,291
2.0,7.388,2.8,300
2.0,7.556,2.8,295
2.0,7.72,2.8,270
2.0,7.892,2.8,282
2.0,8.06,2.8,247
2.0,8.228,2.8,246
2.0,8.396,2.8,235
2.0,8.56,2.8,238
2.0,8.728,2.8,246
2.0,8.892,2.8,256
2.0,9.064,2.8,277
2.0,9.228,2.8,294
2.0,9.4,2.8,296
2.0,9.56,2.8,292
2.0,9.732,2.8,295
2.0,9.896,2.8,294
2.0,10.068,2.8,293
2.0,10.232,2.8,289
2.0,10.404,2.8,292
2.0,10.572,2.8,289
2.0,10.736,2.8,270
2.0,10.904,2.8,269
2.0,11.068,2.8,270
2.0,11.24,2.8,276
2.0,11.404,2.8,302
2.0,11.576,2.8,297
2.0,11.74,2.8,303
2.0,11.908,2.8,302
2.0,12.072,2.8,300
2.0,12.244,2.8,301
2.0,12.408,2.8,287
2.0,12.576,2.8,294
2.0,12.74,2.8,290
2.0,12.912,2.8,295
2.0,13.08,2.8,299
2.0,13.244,2.8,300
2.0,13.416,2.8,300
2.0,13.58,2.8,299
2.0,13.748,2.8,299
2.0,13.916,2.8,296
2.0,14.084,2.8,292
2.0,14.248,2.8,292
2.0,14.42,2.8,294
2.0,14.584,2.8,295
2.0,14.752,2.8,297
2.0,14.912,2.8,295
2.0,14.996,2.8,298
2.0,15.0,2.8,295
2.0,14.952,2.8,302
2.0,14.816,2.8,302
2.0,14.644,2.8,309
2.0,14.48,2.8,306
2.0,14.312,2.8,304
2.0,14.148,2.8,302
2.0,13.976,2.8,295
2.0,13.812,2.8,299
2.0,13.64,2.8,302
2.0,13.476,2.8,311
2.0,13.308,2.8,310
2.0,13.144,2.8,313
2.0,12.972,2.8,311
2.0,12.804,2.8,315
2.0,12.64,2.8,310
2.0,12.468,2.8,283
2.0,12.304,2.8,277
2.0,12.136,2.8,258
2.0,11.968,2.8,266
2.0,11.8,2.8,259
2.0,11.636,2.8,276
2.0,11.464,2.8,304
2.0,11.3,2.8,316
2.0,11.132,2.8,336
2.0,10.968,2.8,330
2.0,10.796,2.8,336
2.0,10.632,2.8,334
2.0,10.464,2.8,321
2.0,10.292,2.8,336
2.0,10.128,2.8,335
2.0,9.956,2.8,330
2.0,9.792,2.8,312
2.0,9.624,2.8,303
2.0,9.46,2.8,253
2.0,9.288,2.8,247
2.0,9.124,2.8,220
2.0,8.956,2.8,225
2.0,8.792,2.8,219
2.0,8.62,2.8,215
2.0,8.456,2.8,246
2.0,8.288,2.8,248
2.0,8.124,2.8,243
2.0,7.952,2.8,248
2.0,7.784,2.8,286
2.0,7.62,2.8,282
2.0,7.448,2.8,308
2.0,7.284,2.8,312
2.0,7.112,2.8,304
2.0,6.948,2.8,308
2.0,6.78,2.8,318
2.0,6.616,2.8,312
2.0,6.444,2.8,311
2.0,6.28,2.8,314
2.0,6.112,2.8,316
2.0,5.948,2.8,301
2.0,5.776,2.8,292
2.0,5.612,2.8,293
2.0,5.44,2.8,300
2.0,5.272,2.8,297
2.0,5.108,2.8,287
2.0,4.936,2.8,283
2.0,4.772,2.8,281
2.0,4.604,2.8,276
2.0,4.44,2.8,280
2.0,4.268,2.8,283
2.0,4.104,2.8,289
2.0,3.936,2.8,263
2.0,3.772,2.8,268
2.0,3.6,2.8,274
2.0,3.436,2.8,278
2.0,3.268,2.8,276
2.0,3.104,2.8,276
2.0,2.932,2.8,287
2.0,2.76,2.8,284
2.0,2.596,2.8,273
2.0,2.428,2.8,272
2.0,2.264,2.8,302
2.0,2.092,2.8,295
2.0,1.928,2.8,293
2.0,1.76,2.8,300
2.0,1.596,2.8,304
2.0,1.424,2.8,293
2.0,1.26,2.8,291
2.0,1.092,2.8,302
2.0,0.928,2.8,301
2.0,0.756,2.8,295
2.0,0.592,2.8,293
2.0,0.42,2.8,296
2.0,0.252,2.8,295
2.0,0.092,2.8,297
2.0,0.008,2.8,299
2.0,0.0,2.8,295
2.044,0.0,2.8,293
2.18,0.0,2.8,294
2.248,0.0,2.8,295
2.252,0.0,2.8,284
2.252,0.0,2.752,290
2.252,0.0,2.604,297
2.252,0.0,2.44,289
2.252,0.0,2.272,290
2.252,0.0,2.108,289
2.252,0.0,1.936,287
2.252,0.0,1.772,283
2.252,0.0,1.604,284
2.252,0.0,1.44,288
2.252,0.0,1.268,294
2.252,0.0,1.104,286
2.252,0.0,0.932,284
2.252,0.0,0.772,286
2.252,0.0,0.6,295
2.252,0.0,0.436,298
2.252,0.0,0.264,299
2.252,0.0,0.1,299
2.252,0.0,0.008,298
2.252,0.0,0.0,298
2.252,0.048,0.0,293
2.252,0.192,0.0,295
2.252,0.36,0.0,299
2.252,0.524,0.0,281
2.252,0.696,0.0,279
2.252,0.86,0.0,282
2.252,1.032,0.0,293
2.252,1.192,0.0,294
2.252,1.364,0.0,296
2.252,1.536,0.0,295
2.252,1.7,0.0,292
2.252,1.868,0.0,295
2.252,2.032,0.0,289
2.252,2.204,0.0,289
2.252,2.368,0.0,289
2.252,2.536,0.0,299
2.252,2.7,0.0,298
2.252,2.872,0.0,301
2.252,3.036,0.0,298
2.252,3.208,0.0,295
2.252,3.372,0.0,303
2.252,3.54,0.0,301
2.252,3.704,0.0,300
2.252,3.876,0.0,294
2.252,4.044,0.0,289
2.252,4.208,0.0,290
2.252,4.38,0.0,297
2.252,4.544,0.0,302
2.252,4.712,0.0,291
2.252,4.876,0.0,291
2.252,5.048,0.0,292
2.252,5.212,0.0,292
2.252,5.384,0.0,291
2.252,5.548,0.0,289
2.252,5.716,0.0,289
2.252,5.88,0.0,289
2.252,6.052,0.0,303
2.252,6.216,0.0,290
2.252,6.384,0.0,291
2.252,6.556,0.0,293
2.252,6.72,0.0,292
2.252,6.888,0.0,293
2.252,7.052,0.0,296
2.252,7.224,0.0,299
2.252,7.388,0.0,301
2.252,7.56,0.0,311
2.252,7.724,0.0,316
2.252,7.892,0.0,317
2.252,8.056,0.0,312
2.252,8.228,0.0,313
2.252,8.392,0.0,313
2.252,8.56,0.0,305
2.252,8.724,0.0,304
2.252,8.896,0.0,299
2.252,9.064,0.0,299
2.252,9.232,0.0,294
2.252,9.4,0.0,299
2.252,9.564,0.0,307
2.252,9.732,0.0,239
2.252,9.9,0.0,235
2.252,10.068,0.0,230
2.252,10.232,0.0,267
2.252,10.404,0.0,258
2.252,10.572,0.0,284
2.252,10.736,0.0,299
2.252,10.904,0.0,322
2.252,11.072,0.0,316
2.252,11.236,0.0,318
2.252,11.404,0.0,321
2.252,11.576,0.0,318
2.252,11.74,0.0,311
2.252,11.912,0.0,253
2.252,12.076,0.0,253
2.252,12.244,0.0,261
2.252,12.408,0.0,255
2.252,12.58,0.0,299
2.252,12.744,0.0,302
2.252,12.912,0.0,337
2.252,13.076,0.0,336
2.252,13.248,0.0,336
2.252,13.412,0.0,336
2.252,13.584,0.0,322
2.252,13.748,0.0,317
2.252,13.916,0.0,260
2.252,14.088,0.0,259
2.252,14.248,0.0,264
2.252,14.42,0.0,274
2.252,14.584,0.0,294
2.252,14.756,0.0,291
2.252,14.912,0.0,291
2.252,14.996,0.0,288
2.252,15.0,0.0,305
2.252,15.0,0.044,306
2.252,15.0,0.188,312
2.252,15.0,0.352,307
2.252,15.0,0.52,310
2.252,15.0,0.66,309
2.252,15.0,0.7,310
2.252,15.0,0.7,301
2.252,14.952,0.7,279
2.252,14.816,0.7,278
2.252,14.644,0.7,290
2.252,14.48,0.7,289
2.252,14.308,0.7,303
2.252,14.148,0.7,307
2.252,13.976,0.7,300
2.252,13.812,0.7,298
2.252,13.64,0.7,290
2.252,13.472,0.7,291
2.252,13.308,0.7,281
2.252,13.136,0.7,272
2.252,12.972,0.7,302
2.252,12.804,0.7,287
2.252,12.64,0.7,299
2.252,12.468,0.7,302
2.252,12.304,0.7,293
2.252,12.132,0.7,295
2.252,11.968,0.7,291
2.252,11.8,0.7,293
2.252,11.636,0.7,292
2.252,11.464,0.7,289
2.252,11.304,0.7,295
2.252,11.132,0.7,271
2.252,10.96,0.7,256
2.252,10.796,0.7,254
2.252,10.628,0.7,257
2.252,10.464,0.7,276
2.252,10.292,0.7,274
2.252,10.128,0.7,298
2.252,9.956,0.7,299
2.252,9.796,0.7,296
